image_name,reference_caption,true_object,classifier_pred,classifier_correct,top_low_label,top_mid_label,top_high_label,top_low_score,top_mid_score,top_high_score,semantic_levels,decoupled_semantics,retrieval_label_hit_any,candidate_labels,candidate_label_hit,main_label,decision_reason,decision_scores,main_label_correct,token_f1,generated_caption,prompt,reference_caption_scored,generated_caption_scored,token_f1_scored,bleu1,bleu2,bleu3,bleu4,rouge_l,meteor,cider,object_accuracy,cue_coverage,evidence_faithfulness,clip_text_similarity,image_text_clipscore,image_found
n02906734_21984,The category is brush; it shows a young boy holds a broom with a pink and yellow design.,brush,brush,True,brush,,monkey,0.3112408816814422,,0.3393033444881439,low|high,False,True,,,brush,classifier_agrees_with_retrieval,,True,0.3928571428571429,"The category is brush; it shows a set of three colored brooms and brushes packed in a plastic bag – the red broom and brush have similar shapes, while the blue and pink ones are more like scrubbers.","Main semantic decision: brush (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: brush (0.26) - Scene and context for the brush: the image shows three different colored簸箕和扫把套装, packed in塑料袋中。The簸箕 and the扫把 are red, blue, and pink respectively.
- high: brush (0.24) - Scene and context for the brush: a broom leans against a wooden fence covered in ivy.
- high: brush (0.22) - Scene and context for the brush: a colorful plastic brush with green, pink, and yellow bristles sits on top of a white surface.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is brush; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",A young boy holds a broom with a pink and yellow design.,"A set of three colored brooms and brushes packed in a plastic bag – the red broom and brush have similar shapes, while the blue and pink ones are more like scrubbers.",0.2325581395348837,0.1875,0.0777713771047819,0.05863713930745542,0.0513487742994337,0.20215410107705056,0.2676258992805755,0.262649484909852,1.0,0.3103448275862069,0.42857142857142855,0.6276233196258545,0.3281569182872772,True
n02690373_1055,The category is airplane; it shows a white and blue passenger jet flies through a blue sky with white clouds.,airplane,airplane,True,airplane,,airplane,0.3759989440441131,,0.382920891046524,low|high,False,True,,,airplane,classifier_agrees_with_retrieval,,True,0.4186046511627907,"The category is airplane; it shows a blue and red Air Canada plane sitting on the tarmac, surrounded by cargo and service vehicles.","Main semantic decision: airplane (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: airplane (0.38) - Visual attributes of the airplane: blue, red.
- low: airplane (0.37) - Visual attributes of the airplane: an Air Canada plane sits on the tarmac, surrounded by cargo and service vehicles.
- low: airplane (0.36) - Visual attributes of the airplane: blue, red, white.
- high: airplane (0.38) - Scene and context for the airplane: an airport scene with three airplanes on the tarmac, one blue and two red.
- high: airplane (0.36) - Scene and context for the airplane: an Air India airplane taxis on the runway at sunset.
- high: airplane (0.36) - Scene and context for the airplane: a white jet airliner with a blue and red tail sits on the tarmac.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is airplane; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",A white and blue passenger jet flies through a blue sky with white clouds.,"A blue and red Air Canada plane sitting on the tarmac, surrounded by cargo and service vehicles.",0.1935483870967742,0.2222222222222222,0.16169041669088866,0.11778306710513217,0.10216198665886358,0.13132400430570507,0.1048951048951049,0.14657748857201472,0.0,0.3448275862068966,0.9090909090909091,0.4651208519935608,0.15699946880340576,True
n03709823_18874,The category is handbag; it shows a folded cloth with a blue square on it sits on a surface.,handbag,ironing machine,False,ironing machine,,ironing machine,0.4067744016647339,,0.4320576786994934,low|high,False,False,,,ironing machine,classifier_agrees_with_retrieval,,False,0.4324324324324324,The category is ironing machine; it shows a green and white steam iron sitting on a white stand.,"Main semantic decision: ironing machine (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: ironing machine (0.41) - Visual attributes of the ironing machine: green, white.
- low: ironing machine (0.38) - Visual attributes of the ironing machine: green, white, metal, round.
- low: ironing machine (0.38) - Visual attributes of the ironing machine: purple, white.
- high: ironing machine (0.43) - Scene and context for the ironing machine: an old-fashioned steam iron sits on a checkered ironing board.
- high: ironing machine (0.42) - Scene and context for the ironing machine: a traditional iron and a steam iron sit side by side.
- high: ironing machine (0.41) - Scene and context for the ironing machine: a white and green steam iron sits on a white stand.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is ironing machine; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",A folded cloth with a blue square on it sits on a surface.,A green and white steam iron sitting on a white stand.,0.24999999999999994,0.2779176393583935,0.20525577958848681,0.15201136268067555,0.13430919728978852,0.24629878869448185,0.11718750000000001,0.031624861608378026,0.0,0.22727272727272727,0.8333333333333334,0.4543246924877167,0.20464366674423218,True
n02504458_6155,The category is elephant; it shows an elephant stands in a grassy field with a patch of bare dirt.,elephant,gloves,False,gloves,,gloves,0.3582613170146942,,0.3659669160842895,low|high,False,False,,,gloves,classifier_agrees_with_retrieval,,False,0.4444444444444444,The category is gloves; it shows a pair of neon green mittens sitting on a blue surface.,"Main semantic decision: gloves (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: gloves (0.36) - Visual attributes of the gloves: blue, green.
- high: gloves (0.37) - Scene and context for the gloves: a pair of neon green mittens sits on a blue surface.
- high: gloves (0.33) - Scene and context for the gloves: the image shows a pair of bright blue and orange knitted mittens, laid out on a white surface.
- high: gloves (0.32) - Scene and context for the gloves: a pair of brown and blue mittens with loops on the top.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is gloves; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",An elephant stands in a grassy field with a patch of bare dirt.,A pair of neon green mittens sitting on a blue surface.,0.24999999999999994,0.2779176393583935,0.14513775362475037,0.12065149851521191,0.11294012253658708,0.1641991924629879,0.11718750000000001,0.0428941031197315,0.0,0.2608695652173913,0.8571428571428571,0.29948171973228455,0.15459230542182922,True
n04120489_6792,The category is shoes; it shows the person is standing on the grass wearing a pair of gray and blue Nike sneakers.,shoes,pizza,False,pizza,,pizza,0.4174210429191589,,0.422346830368042,low|high,False,False,,,pizza,classifier_agrees_with_retrieval,,False,0.4761904761904761,"The category is pizza; it shows a close-up of a pizza with mushrooms, peppers, and onions on a blue plate.","Main semantic decision: pizza (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: pizza (0.42) - Visual attributes of the pizza: a pizza with anchovies, olives, and tomatoes sits on a pan on a table.
- low: pizza (0.40) - Visual attributes of the pizza: an uncooked pizza with pepperoni and ham, on a countertop.
- low: pizza (0.40) - Visual attributes of the pizza: a cheese pizza with one slice missing, sitting in a cardboard box on a table.
- high: pizza (0.42) - Scene and context for the pizza: a close up of a pizza with mushrooms, peppers, and onions on a blue plate.
- high: pizza (0.41) - Scene and context for the pizza: a half-eaten pizza with onions and peppers on a white plate.
- high: pizza (0.41) - Scene and context for the pizza: a deep dish pizza with mushrooms, peppers, and cheese sits on a red plate on a counter.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is pizza; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",The person is standing on the grass wearing a pair of gray and blue Nike sneakers.,"A close-up of a pizza with mushrooms, peppers, and onions on a blue plate.",0.3225806451612903,0.35081511938685667,0.14791664198484797,0.11349699389594238,0.10127778387827421,0.25657202944269186,0.1572327044025157,0.09191540803041477,0.0,0.2,1.0,0.421185702085495,0.12136761844158173,True
n03773504_370,"The category is rocket; it shows a large white and blue missile on display in a museum, surrounded by concrete flooring and metal racks.",rocket,girl,False,girl,,girl,0.291619598865509,,0.3646519482135772,low|high,False,False,,,girl,classifier_agrees_with_retrieval,,False,0.3636363636363636,"The category is girl; it shows a child standing in front of a Christmas tree, dressed in pink heart pajamas.","Main semantic decision: girl (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: girl (0.36) - Scene and context for the girl: a girl in pink heart pajamas stands in front of a Christmas tree.
- high: girl (0.33) - Scene and context for the girl: a woman in pink pajamas stands in front of a closet.
- high: girl (0.33) - Scene and context for the girl: the little girl is wearing pink pajamas with white and green snowmen.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is girl; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.","A large white and blue missile on display in a museum, surrounded by concrete flooring and metal racks.","A child standing in front of a Christmas tree, dressed in pink heart pajamas.",0.1875,0.20039394482007622,0.10371371971581506,0.08535225056757866,0.07899414209772944,0.18336673346693386,0.14520202020202022,0.023253446080094713,0.0,0.35294117647058826,0.6666666666666666,0.24947413802146912,0.14993467926979065,True
n03180011_5834,The category is computer; it shows a black keyboard sits in front of a silver and black computer tower.,computer,ironing machine,False,ironing machine,,ironing machine,0.3481971025466919,,0.3306170701980591,low|high,False,False,,,ironing machine,classifier_agrees_with_retrieval,,False,0.3333333333333333,The category is ironing machine; it shows an old-fashioned steam iron sitting on a checkered ironing board.,"Main semantic decision: ironing machine (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: ironing machine (0.33) - Scene and context for the ironing machine: a traditional iron and a steam iron sit side by side.
- high: ironing machine (0.33) - Scene and context for the ironing machine: a white, round lampshade and a metal iron, both sitting on a green surface.
- high: ironing machine (0.33) - Scene and context for the ironing machine: an old-fashioned steam iron sits on a checkered ironing board.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is ironing machine; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",A black keyboard sits in front of a silver and black computer tower.,An old-fashioned steam iron sitting on a checkered ironing board.,0.08333333333333334,0.13895881967919677,0.10262788979424343,0.09576115783229355,0.09497094417933137,0.08209959623149395,0.0390625,0.0001656527245063615,0.0,0.36363636363636365,1.0,0.45864492654800415,0.11138695478439331,True
n03272562_4071,"The category is train; it shows an old, rusty train sits on the tracks in a grassy area.",train,train,True,train,,train,0.3900314569473266,,0.4064050912857055,low|high,False,True,,,train,classifier_agrees_with_retrieval,,True,0.4324324324324324,The category is train; it shows a red and yellow train engine pulling a line of colorful train cars.,"Main semantic decision: train (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: train (0.39) - Visual attributes of the train: red, yellow.
- low: train (0.39) - Visual attributes of the train: red, silver, yellow.
- low: train (0.38) - Visual attributes of the train: green, yellow.
- high: train (0.41) - Scene and context for the train: a blue and white train engine with two headlights on, pulling a long line of colorful train cars.
- high: train (0.40) - Scene and context for the train: a red and white train engine sits on tracks in a train station.
- high: train (0.39) - Scene and context for the train: a blue cargo train engine sits on the tracks, surrounded by other trains.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is train; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.","An old, rusty train sits on the tracks in a grassy area.",A red and yellow train engine pulling a line of colorful train cars.,0.16,0.21428571428571425,0.12838814775327384,0.11116196288530926,0.10571070857151538,0.16116248348745044,0.08264462809917354,0.4484179650806226,1.0,0.3076923076923077,1.0,0.6787509918212891,0.2674134075641632,True
n02951358_30776,The category is canoe or boat; it shows three people in life jackets paddle their kayaks through the ocean.,canoe or boat,canoe or boat,True,canoe or boat,,canoe or boat,0.4241066575050354,,0.4253836870193481,low|high,False,True,,,canoe or boat,classifier_agrees_with_retrieval,,True,0.4444444444444444,"The category is canoe or boat; it shows a man and a boy wearing life jackets, standing in a canoe in a stream surrounded by trees.","Main semantic decision: canoe or boat (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: canoe or boat (0.42) - Visual attributes of the canoe or boat: a man and a boy wearing life jackets, standing in a canoe in a stream surrounded by trees.
- low: canoe or boat (0.41) - Visual attributes of the canoe or boat: three shirtless men stand next to a boat, one wearing a hat and necklace, another wearing a cap.
- low: canoe or boat (0.39) - Visual attributes of the canoe or boat: two canoes on the grass by the lake.
- high: canoe or boat (0.43) - Scene and context for the canoe or boat: a man and a boy wearing life jackets, standing in a canoe in a stream surrounded by trees.
- high: canoe or boat (0.36) - Scene and context for the canoe or boat: three shirtless men stand next to a boat, one wearing a hat and necklace, another wearing a cap.
- high: canoe or boat (0.36) - Scene and context for the canoe or boat: a woman in a kayak paddles through a pool, while a man watches from the side.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is canoe or boat; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",Three people in life jackets paddle their kayaks through the ocean.,"A man and a boy wearing life jackets, standing in a canoe in a stream surrounded by trees.",0.20689655172413793,0.21052631578947367,0.15294382258037448,0.11122565872945901,0.09629943614188137,0.14420803782505912,0.21842355175688508,0.9440249984333191,1.0,0.2702702702702703,1.0,0.567004919052124,0.18401694297790527,True
n02106662_49005,"The category is dog; it shows a German Shepherd stands on a green lawn, ears perked, looking at the camera.",dog,dog,True,dog,,dog,0.4500518143177032,,0.4075579047203064,low|high,False,True,,,dog,classifier_agrees_with_retrieval,,True,0.6486486486486486,The category is dog; it shows a German Shepherd laying on the grass next to a person.,"Main semantic decision: dog (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: dog (0.45) - Visual attributes of the dog: the German Shepherd is laying on the cement floor with its tongue out.
- low: dog (0.44) - Visual attributes of the dog: a German Shepherd dog lays on the beach, surrounded by sand and seaweed.
- low: dog (0.43) - Visual attributes of the dog: a German Shepherd dog is laying on the grass next to a person.
- high: dog (0.41) - Scene and context for the dog: two German Shepherds lay on the sand, their ears perked up and alert.
- high: dog (0.40) - Scene and context for the dog: a German Shepherd stands on a green lawn, ears perked, looking at the camera.
- high: dog (0.40) - Scene and context for the dog: a brown and black dog lays on a polka dot bedspread.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is dog; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.","A German Shepherd stands on a green lawn, ears perked, looking at the camera.",A German Shepherd laying on the grass next to a person.,0.4799999999999999,0.444091892239843,0.30365380824422356,0.2412391762246387,0.18563688094442687,0.39152759948652116,0.37307380373073806,1.3900014085411776,0.0,0.16216216216216217,1.0,0.7973360419273376,0.2637995779514313,True
n02504458_296,"The category is elephant; it shows a group of elephants in a museum exhibit, with one elephant being larger than the others.",elephant,elephant,True,elephant,,elephant,0.3309538662433624,,0.3474732041358948,low|high,False,True,,,elephant,classifier_agrees_with_retrieval,,True,0.5555555555555556,The category is elephant; it shows a large elephant standing in front of trees.,"Main semantic decision: elephant (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: elephant (0.35) - Scene and context for the elephant: an elephant with large ears and tusks stands in front of trees.
- high: elephant (0.35) - Scene and context for the elephant: the baby elephant is covered in mud, with its trunk in its mouth and its ear flapping in the wind.
- high: elephant (0.33) - Scene and context for the elephant: elephants of various sizes walking in a grassy area.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is elephant; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.","A group of elephants in a museum exhibit, with one elephant being larger than the others.",A large elephant standing in front of trees.,0.3333333333333333,0.20437746731746798,0.0969447448709733,0.07904699063281363,0.0741826891259906,0.15721649484536082,0.13157894736842105,0.3401163725164369,1.0,0.17391304347826086,0.8,0.6761073470115662,0.2560023367404938,True
n02607072_3433,"The category is clownfish or fish; it shows the underwater scene features a colorful coral reef with schools of fish swimming among the rocks, including clownfish and tropical fish.",clownfish or fish,butterfly,False,butterfly,,butterfly,0.3221856355667114,,0.3185920119285583,low|high,False,False,,,butterfly,classifier_agrees_with_retrieval,,False,0.2978723404255319,The category is butterfly; it shows a small white butterfly with black spots sitting on a green leaf.,"Main semantic decision: butterfly (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: butterfly (0.32) - Scene and context for the butterfly: a small white butterfly with black spots sits on a green leaf.
- high: butterfly (0.31) - Scene and context for the butterfly: a white butterfly with black spots sits on a brown branch.
- high: butterfly (0.31) - Scene and context for the butterfly: a spotted butterfly rests on a white plant leaf.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is butterfly; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.","The underwater scene features a colorful coral reef with schools of fish swimming among the rocks, including clownfish and tropical fish.",A small white butterfly with black spots sitting on a green leaf.,0.12121212121212123,0.10900766601715724,0.06550545487391897,0.05690456777715428,0.05431629412476774,0.11553030303030302,0.049751243781094516,0.008669537777290027,0.0,0.4666666666666667,0.875,0.3231201171875,0.1423201858997345,True
n03063599_3714,The category is coffee mug; it shows two blue ceramic mugs sit side by side on a white tablecloth with holly print.,coffee mug,car,False,car,,car,0.3463338017463684,,0.3487661480903625,low|high,False,False,,,car,classifier_agrees_with_retrieval,,False,0.3414634146341463,The category is car; it shows a black Thunderbird convertible sitting in a parking lot with other classic cars.,"Main semantic decision: car (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: car (0.35) - Scene and context for the car: a black Thunderbird convertible sits in a parking lot with other classic cars.
- high: car (0.35) - Scene and context for the car: a man drives a silver Mini Cooper convertible with the top down, wearing sunglasses.
- high: car (0.33) - Scene and context for the car: a woman in a silver convertible waves from the passenger seat.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is car; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",Two blue ceramic mugs sit side by side on a white tablecloth with holly print.,A black Thunderbird convertible sitting in a parking lot with other classic cars.,0.14285714285714288,0.18372941124866596,0.1100805010574068,0.09531070263943169,0.09063677582644454,0.14104046242774565,0.06756756756756757,0.007555366227882317,0.0,0.32,0.8888888888888888,0.16493377089500427,0.05314727500081062,True
n04086273_8280,The category is gun; it shows the image shows a collection of guns and holsters on a blue blanket.,gun,gun,True,gun,,gun,0.3578081130981445,,0.3451375067234039,low|high,False,True,,,gun,classifier_agrees_with_retrieval,,True,0.5,The category is gun; it shows a black revolver with wooden grips sitting on a white surface.,"Main semantic decision: gun (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: gun (0.36) - Visual attributes of the gun: black, silver, wooden.
- low: gun (0.35) - Visual attributes of the gun: silver, wooden.
- low: gun (0.35) - Visual attributes of the gun: silver, wooden.
- high: gun (0.35) - Scene and context for the gun: a black revolver gun with wooden grips sits on a leather case, surrounded by several bullet cartridges of different sizes and shapes.
- high: gun (0.34) - Scene and context for the gun: a revolver gun with wooden grips and black metal, lying on a blue cloth with several bullet shells.
- high: gun (0.32) - Scene and context for the gun: a black revolver with a wooden grip sits on a white surface.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is gun; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",The image shows a collection of guns and holsters on a blue blanket.,A black revolver with wooden grips sitting on a white surface.,0.24999999999999994,0.2779176393583935,0.20525577958848681,0.15201136268067555,0.13430919728978852,0.24629878869448185,0.1996527777777778,0.01571427349951821,0.0,0.21428571428571427,0.8571428571428571,0.562187135219574,0.3045353293418884,True
n03590841_6380,"The category is pumpkin; it shows two carved Halloween pumpkins, one with a cat face and the other with a Jack-o'-Lantern face, sit on a white plate on a table.",pumpkin,pumpkin,True,pumpkin,,pumpkin,0.4003505110740661,,0.3885760903358459,low|high,False,True,,,pumpkin,classifier_agrees_with_retrieval,,True,0.4583333333333332,The category is pumpkin; it shows a glowing carved pumpkin with a creepy smile against a brick wall.,"Main semantic decision: pumpkin (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: pumpkin (0.40) - Visual attributes of the pumpkin: a glowing carved pumpkin with a creepy smile sits against a brick wall.
- low: pumpkin (0.39) - Visual attributes of the pumpkin: a pumpkin with a detailed carving of a face and a bird on it.
- low: pumpkin (0.38) - Visual attributes of the pumpkin: a pumpkin with a carved smile and candle inside sits on a counter.
- high: pumpkin (0.39) - Scene and context for the pumpkin: the pumpkin is glowing in the dark, with a smiling face carved into it.
- high: pumpkin (0.39) - Scene and context for the pumpkin: a pumpkin with a carved smile and glowing eyes, surrounded by darkness.
- high: pumpkin (0.38) - Scene and context for the pumpkin: a smiling, orange paper pumpkin sits on a white surface.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is pumpkin; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.","Two carved Halloween pumpkins, one with a cat face and the other with a Jack-o'-Lantern face, sit on a white plate on a table.",A glowing carved pumpkin with a creepy smile against a brick wall.,0.2631578947368421,0.1437245648836605,0.08636771470529817,0.05954945054029408,0.05063946340449235,0.19741100323624597,0.10162601626016261,0.18910398933539957,1.0,0.27586206896551724,1.0,0.6060681343078613,0.2503771185874939,True
n03100240_2138,The category is car; it shows a blue Audi convertible sits in a dark room against a white wall.,car,car,True,car,,car,0.3275048434734344,,0.3370100855827331,low|high,False,True,,,car,classifier_agrees_with_retrieval,,True,0.4736842105263157,The category is car; it shows a yellow Ford Mustang sitting in a parking lot with other classic cars.,"Main semantic decision: car (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- high: car (0.34) - Scene and context for the car: a yellow Ford Mustang sits in a parking lot with other classic cars.
- high: car (0.32) - Scene and context for the car: a black Thunderbird convertible sits in a parking lot with other classic cars.
- high: car (0.31) - Scene and context for the car: a man drives a silver Mini Cooper convertible with the top down, wearing sunglasses.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is car; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",A blue Audi convertible sits in a dark room against a white wall.,A yellow Ford Mustang sitting in a parking lot with other classic cars.,0.23076923076923078,0.2857142857142857,0.20965696734438366,0.154150800490952,0.1350862565735141,0.23076923076923084,0.1965811965811966,0.040623627359511784,1.0,0.3333333333333333,0.8888888888888888,0.2973063290119171,0.11400915682315826,True
n02504458_4080,The category is elephant; it shows two elephants with long tusks standing close together in a lush green forest.,elephant,panda or pandas,False,panda or pandas,,panda or pandas,0.4083276391029358,,0.3906025886535644,low|high,False,False,,,panda or pandas,classifier_agrees_with_retrieval,,False,0.3243243243243243,"The category is panda or pandas; it shows a panda bear sitting on a tree branch, eating bamboo.","Main semantic decision: panda or pandas (classifier_agrees_with_retrieval).

Reliable semantic cues retrieved from EEG:
- low: panda or pandas (0.41) - Visual attributes of the panda or pandas: a panda bear sitting on a tree branch, eating bamboo.
- low: panda or pandas (0.40) - Visual attributes of the panda or pandas: a panda bear is holding a bamboo stick in its paw and eating it.
- low: panda or pandas (0.39) - Visual attributes of the panda or pandas: a panda bear sits on a rock, surrounded by bamboo and leaves.
- high: panda or pandas (0.39) - Scene and context for the panda or pandas: a panda bear sits on the ground between two large rocks, eating bamboo.
- high: panda or pandas (0.38) - Scene and context for the panda or pandas: a panda bear sits on a rock, surrounded by bamboo and leaves.
- high: panda or pandas (0.38) - Scene and context for the panda or pandas: a panda bear sitting on a tree branch, eating bamboo.

Uncertain cues, do not rely on them unless necessary:
- none

Instruction:
Generate exactly one English sentence in this exact format:
The category is panda or pandas; it shows <a concise visual description>.
Use the decided category exactly as written before the semicolon. After 'it shows', describe the main object, action or pose, visual attributes, and scene/context using only reliable cues. Do not mention scores, uncertainty, or retrieved cues. For low/high cues, use only their described attributes or scenes, not their source labels.",Two elephants with long tusks standing close together in a lush green forest.,"A panda bear sitting on a tree branch, eating bamboo.",0.08695652173913043,0.13469422194213052,0.0998919084987756,0.09365046162407127,0.09338730852015528,0.084958217270195,0.03937007874015748,0.00010566340510595996,0.0,0.2916666666666667,1.0,0.5434702038764954,0.16221672296524048,True
